relative_path,sha256,size_bytes
metadata/source_csv/probe_annotation_audit.csv,5b7c0187c02d4893676db8d28b3b01f17ffa6fcffc0478a819d7c8965bfd250b,939
metadata/source_csv/probe_mapping_sensitivity_results.csv,7eb09f4b9a9d39db463c76b04716991c51038a2d34b297a8f0f8ead0b71688b0,77785
metadata/source_csv/sample_registry.csv,f2eb8fbf2dbac803ef813f91d2c327f8035dde1796f0b71faa6100af7d93bfc8,376446
PLOS_code_availability_checklist.xlsx,ed2172c7e9a1f3657b0df9ef6f6ca000ce09424b445c6d302717bed00d12fe4c,6979
PLOS_data_availability_statement.docx,90a1fcc1dffc0714c209bb849b622f9ec817156a556ef75acaaf42c118b7810c,38782
PUBLIC_PRIVATE_CHECKLIST.xlsx,9c975c0a404922f32ec8eb165e1a77555fb1cd9d8f4ec7a90f28ea24e5bb8447,7083
README.md,818350f58c29746f5e3c8942e259d8458bbca57252e6983a17586ec700c56a82,9469
repository_inventory.xlsx,73d9edcda8dc8c0ab3cef14b7427030f5a571b11288bb4b542f2f142a2832d03,17638
results/evidence_hierarchy/final_evidence_hierarchy.md,2333f22cd05a4255e4f236bbb78844571d44716e54ef52119937b5a7caa378fc,1034
results/evidence_hierarchy/integrated_module_evidence_matrix.csv,28f350404d717dd39c392837b19ab21235fd1e5b74c276af3cc3e56c54a1123d,108372
results/evidence_hierarchy/integrated_module_evidence_matrix.xlsx,c17346fdfead327f0eb0a4ffedda2587987ebfe4346c19f0c92e1d8d16e89ab6,60662
results/figure_source_data/figure_source_data.xlsx,19a9a74098408663e095a50e6982fc0f7e45097f5843e9f8cc75f87e28244561,8383411
results/figure_source_data/figure_source_random_null_AD_long.csv,47db5fedbcc1360668b8e2e9c61baed6135f2edf79c42f1b3b783fccb588a15f,6253117
results/figure_source_data/figure_source_random_null_MDD_long.csv,0de1fe6ffb5460fb5f50b10ff2c5c5480ce69eb6be2f42783984a51dde13b7f8,7916855
results/model_outputs/AD_dataset_specific_effects_strict_main.csv,df393aa31c219cb2a93d84777159170cb7cd4abae6f7f526476a5bcf2701a775,12908
results/model_outputs/AD_two_dataset_Hartung_Knapp_strict_main.csv,ce0972b75fab8e6b7309956f66ad1154e2e2c9e08ff20bc03186da8f4c4a0a41,5146
results/model_outputs/AD_two_dataset_REML_strict_main.csv,6c397b2f42b21a1089e05b76112d46cbd963a8a8040d9d2539a4564e15aacd40,5030
results/model_outputs/GSE102556_naive_vs_donoraware.csv,01a267f13c19ac91cfe02d61b18f96c903fa5673198c0e60aa112a3c047003ab,14087
results/model_outputs/GSE102556_overall_model_results.csv,ca798ae8e4c1967d94bb9af0b5a0fcd536f410d42fb0759f150364e8466eab97,7469
results/model_outputs/GSE102556_region_results.csv,8fa63514f76f43775089ce855e079b100c17ab6c22a62f714e051fa50a5d8b3c,37157
results/model_outputs/GSE102556_sex_interaction_sensitivity.csv,2a2af49ac8800f0802e3c2824c2521cdb07890b29672e75750ab451396d737bd,6482
results/model_outputs/GSE48350_naive_vs_donoraware_full.csv,e40b564977327551e5cc181ded3d8da7ea714f625717c384947e8f49048c693a,17971
results/model_outputs/MDD_GSE98793_strict_main_results.csv,02e23277b5935453ba166dce4f24fd52afbc16b88a9718ec6fe725e117467b4f,6327
results/tables/dataset_preprocessing_registry.csv,145079333f4adf441a7686f2ea78638a39c4f483bc8c78211eb14b8a3802a7c0,8528
results/tables/double_normalization_audit.csv,dd4eff0eadd0960300eb6b4078d82500dca0b9f8f47bbd63bdda6ea8026c7fee,27351
results/tables/external_liver_context_results_audited.csv,a4b8ea753bfaefa23b91307335b335054e2cd570cc060edcf66289c19897bda7,5101
results/tables/global_negative_control_tests.csv,146d8f4406695c5086ceff6cb16996ccdd4611e62680ccddbffbb4468f0b9850,764
results/tables/global_negative_control_tests_MDD.csv,d9871623b30ed6707fe8ca7a0325a349d7eadf7934fca31af637f9f303e34cc9,615
results/tables/liver_module_preservation_results.csv,f8a64a756bd0d4e3f5df4b3e031425b88d743fa6f3233e3cfdb006dc5cfb6cca,7131
results/tables/liver_module_preservation_size_effect.csv,df6dadcd4a202cba859dd1470c2414997d0696be37855fac2d2c91620258e850,160
results/tables/matched_random_module_results_AD.csv,46c006a6437b13787a1c3af93b50e25af84115f372d225e1dfdb53e7e096aaaf,15323
results/tables/matched_random_module_results_MDD.csv,ac0c5a61e540afe847df75d7b53bec9782636decedc2b699d9b9f896b0905b33,14027
results/tables/missing_value_audit.csv,74a050e06a4e57f6918b0505f3aa5e52a6708c1c9351a470fb0cadf48bff8000,610
results/tables/module_gene_coverage_by_mapping.csv,e4660cc1121cbbcf2e77b10a805508b39a589a7694c7959b1a5da6b98e12a72c,25376
results/tables/module_liver_specificity_HPA_GTEx.csv,55c6fe2c8131396725bdba3509707e858162886e0d1172217c54f4a936251c35,8914
results/tables/preprocessing_sensitivity_summary.csv,2b6e1d8368063ea6a0fcbe99abdfb7c053f74d23ce792a6b7230e9491fd0901b,494
results/tables/probe_annotation_audit.csv,5b7c0187c02d4893676db8d28b3b01f17ffa6fcffc0478a819d7c8965bfd250b,939
results/tables/probe_mapping_sensitivity_results.csv,7eb09f4b9a9d39db463c76b04716991c51038a2d34b297a8f0f8ead0b71688b0,77785
scripts/01_data_download/00_phase0_inventory.ps1,e9fa3820a31acf9f775a980a81ac80c1b713729980842216fb5bbaac738584f3,4887
scripts/01_data_download/01_discover_inputs.R,812a6d109524549641d15367ae81cf46e9f58520678d5059aaac969f5aff763e,6077
scripts/01_data_download/01_download_geo_data.R,4e3f97511f3269aa75b79933715af17e9285e9d83333a08986b7cf0ca4038ac0,1271
scripts/01_data_download/13_verify_raw_hashes.ps1,c05b7dfeb24238d471d410ac1a7fafcdd6019e120db52567b8b39bb3afc948ad,3742
scripts/02_preprocessing/04_preprocessing_audit.R,afe314e8e34ccc4072d842b04fa7adc2d55c5654c3c06ebbe32a39d3a641e814,16153
scripts/03_probe_mapping/05_probe_mapping_sensitivity.R,c68fc8a2ee155691f97ea9ad48fd4867c107f338757b2b9dbf16f0ed10917083,13540
scripts/04_module_scoring/04_score_fixed_modules_ssgsea.R,c02e2a1d1db000c7117dbc36328458a8b65142c1af7da5b2cbcb6850ac3a7abb,1313
scripts/05_donor_models/02_donor_models.R,b66877c5aaaee911c93b0475ce4ed9604fe9764d156ddb0e280d4c6cda6d2b14,23109
scripts/06_random_controls/07b_matched_random_modules_AD_batched.R,ca3d8728b3295a22a3b8d0bbbdabdd92f65e1ed683b5a1bba4498d9d8e11b56b,13201
scripts/06_random_controls/09_matched_random_modules_MDD.R,40dcf43d23269f36fa34cb7a8476046b495a28bc010e54002e4bd4f7191d9579,10843
scripts/07_meta_analysis/06_recompute_primary_strict.R,6bc04b96fcc5a874a4df709fc19a82d4d746ae5da106db60bb4eeecb41e09853,9916
scripts/08_module_preservation/08_liver_module_preservation.R,11afa5613ff86b5e57213afdf9a329eba8cfc6818463609ae055bc8e463ab514,10260
scripts/08_module_preservation/08b_postprocess_liver_preservation.R,ccd3133b1a6beb8837ea165ad1a6f6cae9c5f427ebb2d94b9ceef0f974e521e9,7699
scripts/09_HPA_analysis/10_hpa_liver_specificity.R,e8d5891aaade60a0480dd9c65ad7ee73296f4e4a9f8359552009387599f216fe,6636
scripts/10_figures_tables/10_export_tiff_figures.py,9943eaa65aca882902403ea44de7142ef04f2bad08024bb8ee855a82fee79efe,1383
scripts/10_figures_tables/11_integrate_evidence_and_figures.R,1e9063bd3831479418c9b4954f4d0bb36fdde3c9b40b1827aef164f80fa58ad5,22303
scripts/10_figures_tables/12_finalize_registry_and_metadata.R,b30473e8f74a301cae85deaf7e734a06390b5102e4875ac4a2091079a747da10,4044
scripts/10_figures_tables/14_generate_reports.R,2d8abfcdf813542ce052f051f573c2e4f29e21badf59a558be076a017bbbaad6,14089
scripts/10_figures_tables/16_final_consistency_audit.py,78b8f86ccb0a11d91deeaf8d0dfa22b923e84d7d3e63f11ee1e500f0d4bc7d6d,8331
scripts/10_figures_tables/17_update_figures_v10.R,ddd9ff06565e7a7e4843a300155d6f4efbc79c7eec534193232532c362236456,5175
zenodo_metadata.json,a75537ad4da9fef53851183466724497e58fe513f143c613edb716877a96dac3,1394
